,CT,ME,NEMA,NH,RI,SEMA,VT,WCMA
2256,2447.90,808.90,2042.30,985.30,707.00,1217.50,458.10,2040.30
2257,2348.80,764.00,1982.50,944.20,675.30,1169.80,438.80,2241.40
2258,2290.60,743.20,1964.20,878.80,662.20,1135.90,423.80,2460.50
2259,2271.40,768.10,1949.70,904.40,640.90,1125.00,417.80,2443.40
2260,2319.60,850.50,1987.70,964.60,666.80,1164.20,448.90,2237.20
2261,2536.90,961.50,2173.70,1090.30,724.40,1291.50,497.80,1826.40
2262,3019.60,1223.40,2533.20,1260.60,851.30,1509.10,565.10,1869.30
2263,3278.60,1281.20,2766.20,1346.00,939.80,1649.10,593.80,2005.60
2264,3313.40,1310.90,2793.80,1375.80,923.90,1621.90,587.80,1975.80
2265,3291.70,1345.40,2808.70,1375.70,915.20,1609.10,564.40,1950.80
2266,3317.30,1270.20,2769.40,1339.60,930.40,1605.50,548.00,1949.10
2267,3282.40,1287.40,2787.80,1325.30,912.50,1575.80,539.80,1923.70
2268,3212.30,1274.80,2754.80,1327.10,879.30,1523.00,520.40,1867.90
2269,3181.70,1266.60,2734.90,1309.50,873.70,1511.70,499.30,1850.90
2270,3135.30,1238.90,2728.60,1280.30,858.90,1496.70,452.70,1834.60
2271,3142.50,1229.30,2739.60,1254.30,854.50,1510.60,453.90,1837.10
2272,3189.50,1254.20,2742.00,1293.80,842.60,1525.40,463.50,1868.50
2273,3295.90,1254.10,2804.00,1342.70,845.90,1589.30,471.10,1929.40
2274,3363.60,1250.20,2791.90,1356.20,866.00,1620.90,497.00,1953.20
2275,3433.00,1312.10,2834.50,1403.10,933.90,1708.20,576.40,2051.70
2276,3410.70,1283.30,2790.00,1361.20,948.50,1713.90,571.60,2004.50
2277,3229.10,1166.10,2659.90,1285.80,896.20,1612.20,558.80,1908.50
2278,2931.30,1020.90,2422.30,1127.60,791.00,1446.30,479.80,1706.80
2279,2596.10,872.20,2213.30,975.80,712.90,1300.80,416.50,1567.50
2280,2474.10,913.90,2037.00,991.60,726.00,1239.50,451.00,2062.80
2281,2370.90,883.10,1973.70,956.80,696.40,1193.10,438.40,2255.80
2282,2308.90,874.70,1931.70,915.60,668.00,1154.00,440.30,2467.40
2283,2293.30,904.80,1929.50,915.00,661.60,1150.70,439.10,2465.20
2284,2333.00,960.60,1969.70,972.50,660.30,1170.30,452.60,2213.60
2285,2589.00,1068.30,2177.00,1092.90,719.50,1286.00,515.00,1827.20
2286,3085.80,1247.80,2554.10,1286.70,856.20,1491.90,572.40,1865.30
2287,3420.30,1383.20,2837.60,1357.50,975.60,1638.20,614.70,2025.70
2288,3481.00,1426.50,2831.40,1400.40,997.60,1640.50,623.50,2034.10
2289,3453.30,1408.90,2872.90,1403.70,1007.60,1640.20,602.90,2026.40
2290,3521.00,1392.60,2916.60,1428.00,1039.10,1645.50,597.40,2058.10
2291,3512.10,1376.80,2931.70,1423.70,1026.20,1629.70,573.70,2045.50
2292,3524.30,1235.60,2894.00,1389.00,1004.90,1646.30,563.20,2033.20
2293,3478.30,1231.40,2855.50,1369.20,1002.80,1624.80,562.70,2018.90
2294,3436.30,1213.70,2861.20,1350.60,1005.30,1616.80,563.60,2001.00
2295,3449.40,1195.10,2871.60,1357.90,990.40,1629.50,562.10,2016.70
2296,3484.50,1214.20,2867.00,1395.00,988.30,1670.30,573.60,2059.00
2297,3532.60,1188.90,2874.90,1407.30,958.10,1673.30,563.10,2075.60
2298,3508.40,1205.30,2859.30,1391.20,928.60,1636.30,593.40,2026.60
2299,3607.20,1180.30,2864.30,1455.20,991.00,1698.40,620.10,2096.10
2300,3494.00,1124.00,2834.90,1412.10,986.20,1690.20,605.60,2028.90
2301,3222.00,963.20,2604.50,1260.40,899.50,1570.20,578.90,1885.30
2302,2919.70,688.00,2349.00,1099.00,753.10,1344.80,503.40,1668.10
2303,2584.20,593.00,2182.20,1000.10,694.80,1220.80,469.40,1545.10
2304,2414.10,753.10,1971.10,949.60,683.10,1188.00,436.40,2471.90
2305,2305.40,718.90,1907.20,923.40,659.10,1130.90,411.00,2677.50
2306,2243.60,806.00,1870.10,876.10,635.10,1108.40,412.20,2641.40
2307,2284.10,818.90,1854.00,867.90,615.00,1080.80,422.10,2638.20
2308,2263.10,875.10,1887.20,922.20,645.80,1110.10,438.00,2682.60
2309,2483.60,957.10,2060.20,1033.50,686.40,1227.40,486.10,2305.60
2310,2901.20,1162.10,2402.30,1200.70,803.70,1419.50,564.40,1782.20
2311,3210.10,1257.50,2648.10,1287.30,920.90,1556.70,597.90,1923.20
2312,3278.10,1321.70,2710.10,1331.00,921.70,1552.00,623.70,1922.00
2313,3347.10,1249.80,2693.70,1319.60,924.10,1530.90,595.70,1910.40
2314,3400.10,1296.00,2727.90,1327.60,929.40,1566.40,589.10,1921.10
2315,3419.40,1255.80,2724.40,1314.00,942.30,1569.70,559.10,1933.30
2316,3395.30,1228.10,2713.00,1286.60,940.10,1565.40,552.90,1924.80
2317,3376.30,1208.90,2684.10,1269.40,933.50,1551.80,563.50,1905.20
2318,3323.80,1190.00,2664.70,1251.30,913.30,1535.40,558.70,1874.70
2319,3273.10,1210.60,2664.30,1259.20,902.50,1542.40,562.10,1883.10
2320,3320.10,1225.00,2666.10,1279.10,899.30,1580.20,587.50,1913.90
2321,3393.30,1209.30,2685.20,1307.50,904.00,1591.30,592.40,1956.00
2322,3420.20,1202.50,2667.30,1310.20,872.60,1588.70,601.80,1958.70
2323,3448.50,1256.20,2665.20,1335.80,889.20,1624.20,617.00,1977.20
2324,3430.30,1241.00,2640.90,1323.30,915.80,1645.80,624.10,1974.40
2325,3234.30,1127.30,2493.10,1240.00,859.50,1556.40,590.70,1858.00
2326,2953.10,973.00,2288.40,1066.20,758.90,1401.70,495.40,1688.90
2327,2684.40,904.70,2125.00,960.60,698.80,1283.10,460.70,1542.90
2328,2678.40,903.70,2042.70,943.20,711.00,1230.40,472.80,1767.80
2329,2572.60,839.60,2007.80,913.60,698.30,1164.60,453.50,1955.80
2330,2441.80,838.70,1960.60,852.60,663.30,1141.90,445.90,2464.40
2331,2405.60,828.40,1941.40,850.00,647.30,1116.80,439.10,2441.40
2332,2389.60,893.80,1915.10,884.00,663.50,1129.20,444.80,2445.50
2333,2469.20,944.00,1995.30,915.80,671.80,1175.20,449.90,2210.70
2334,2659.80,1033.60,2183.70,1002.40,696.80,1248.80,489.00,1782.20
2335,2816.60,1114.00,2324.20,1095.30,767.80,1329.50,517.40,1625.10
2336,3046.40,1204.10,2474.30,1220.00,827.10,1417.20,550.10,1732.80
2337,3160.00,1205.20,2530.50,1260.90,863.40,1475.90,538.50,1787.00
2338,3185.40,1194.10,2479.90,1253.80,879.40,1485.20,491.90,1795.90
2339,3166.70,1110.30,2476.60,1241.60,827.30,1471.40,474.50,1751.90
2340,3104.70,1107.30,2465.10,1218.80,786.20,1432.50,457.60,1704.20
2341,3004.20,1085.50,2413.50,1197.10,770.40,1409.60,447.10,1671.40
2342,2956.00,1069.90,2388.00,1172.90,763.60,1388.30,428.70,1647.60
2343,2929.40,1067.50,2395.60,1169.90,755.40,1385.60,422.90,1646.60
2344,2949.50,1086.90,2422.00,1204.20,758.40,1413.50,438.00,1681.60
2345,3008.30,1115.40,2516.00,1248.30,767.40,1417.50,477.10,1739.90
2346,3132.00,1054.80,2592.40,1275.10,790.30,1461.60,518.30,1776.50
2347,3239.70,1130.50,2659.50,1297.60,890.10,1569.70,556.50,1848.00
2348,3248.20,1118.40,2573.90,1275.50,899.90,1585.50,559.80,1859.20
2349,3062.80,1015.80,2422.90,1189.90,829.30,1485.90,521.60,1736.40
2350,2879.30,944.40,2326.70,1090.80,724.70,1348.10,476.80,1635.00
2351,2660.30,867.40,2177.50,1001.50,658.40,1231.10,438.50,1494.30
2352,2506.90,788.20,1998.90,923.40,715.30,1174.70,418.60,1417.70
2353,2378.60,774.80,1965.40,890.60,684.60,1110.50,404.30,1637.20
2354,2289.90,768.50,1916.90,848.20,660.30,1084.70,397.50,2148.00
2355,2283.10,758.70,1910.70,837.60,651.20,1073.00,394.10,2129.30
2356,2265.60,764.20,1912.30,843.30,654.00,1084.10,397.10,2128.90
2357,2332.80,800.20,1933.90,893.00,651.30,1117.80,411.50,2167.70
2358,2425.70,866.80,2002.10,957.70,662.20,1164.70,440.30,1676.30
2359,2590.00,987.00,2177.80,1021.60,707.40,1226.00,455.80,1471.50
2360,2750.10,1111.10,2231.00,1098.00,746.50,1281.50,475.30,1537.70
2361,2826.70,1159.70,2246.30,1130.20,766.80,1300.40,465.90,1563.20
2362,2809.30,1177.40,2208.40,1152.40,795.40,1301.50,448.20,1561.60
2363,2817.90,1048.70,2214.80,1143.30,738.70,1300.30,417.80,1552.00
2364,2747.60,1076.90,2182.90,1122.20,727.70,1286.10,380.80,1529.80
2365,2673.40,1030.10,2174.30,1081.10,715.50,1272.10,344.40,1499.00
2366,2625.80,1014.70,2153.60,1059.00,698.80,1255.70,335.60,1473.00
2367,2638.40,994.40,2160.30,1062.20,686.60,1273.60,353.40,1485.20
2368,2682.50,1025.10,2204.40,1097.40,689.30,1310.10,372.30,1526.40
2369,2784.40,1091.40,2348.20,1158.70,709.00,1351.70,436.40,1605.10
2370,2919.70,1110.40,2472.30,1191.20,762.20,1412.30,457.70,1662.70
2371,3088.90,1241.60,2523.90,1235.80,846.10,1510.70,531.00,1721.40
2372,3109.80,1212.60,2462.90,1214.00,847.80,1550.90,549.50,1736.20
2373,2952.40,1078.30,2312.90,1114.40,807.50,1436.40,482.50,1644.10
2374,2669.50,912.70,2119.80,995.50,661.70,1275.80,420.90,1511.40
2375,2395.30,827.60,1970.70,912.80,571.80,1044.10,354.50,1397.70
2376,2276.70,702.40,1912.00,886.40,625.60,1095.90,359.50,1321.80
2377,2200.20,691.00,1864.80,857.70,604.90,1043.80,336.60,1809.10
2378,2105.70,696.70,1841.40,832.20,588.70,1032.20,339.40,1793.50
2379,2112.70,698.90,1844.00,817.90,585.80,1030.00,323.60,1796.80
2380,2155.90,714.30,1876.90,854.80,582.90,1069.80,344.60,1836.60
2381,2420.50,801.30,2059.30,994.20,644.80,1183.00,394.30,1446.20
2382,2894.10,1057.10,2374.80,1187.30,793.90,1399.00,488.80,1677.30
2383,3131.50,1098.50,2637.60,1267.00,830.80,1478.10,519.70,1801.30
2384,3185.40,1157.60,2665.80,1284.70,862.80,1497.30,501.00,1821.50
2385,3201.40,1100.80,2629.00,1289.60,867.10,1466.40,474.70,1816.50
2386,3196.20,1062.90,2590.50,1323.20,876.00,1455.00,451.70,1824.20
2387,3186.10,988.80,2594.60,1334.20,828.40,1434.00,436.60,1822.10
2388,3128.20,998.00,2590.50,1299.40,830.40,1422.80,413.60,1795.00
2389,3123.30,985.00,2569.00,1296.70,810.10,1411.90,414.00,1797.50
2390,3107.20,993.10,2579.50,1306.00,803.40,1396.50,435.10,1774.50
2391,3111.90,973.20,2572.80,1303.80,793.40,1410.50,436.50,1770.80
2392,3117.60,979.40,2581.20,1301.30,791.80,1433.50,436.90,1778.70
2393,3177.60,1010.30,2707.70,1331.60,797.70,1448.40,472.60,1832.00
2394,3195.60,1015.70,2739.40,1353.30,810.80,1521.10,492.10,1868.70
2395,3307.30,1065.10,2741.90,1382.60,893.70,1610.70,540.90,1903.70
2396,3318.70,1066.50,2683.40,1347.90,925.50,1671.90,556.80,1887.30
2397,3095.00,968.80,2499.50,1231.50,839.80,1500.90,508.60,1770.00
2398,2810.70,819.20,2302.20,1030.10,693.90,1304.80,409.30,1612.50
2399,2462.30,694.50,2063.80,936.70,613.30,1152.90,352.20,1426.10
2400,2264.70,617.40,1932.40,926.00,631.70,1104.80,375.90,1608.50
2401,2143.60,569.20,1864.10,885.80,608.30,1050.50,357.80,1548.20
2402,2062.30,584.20,1831.40,857.70,585.00,1032.70,351.00,1528.80
2403,2075.00,592.90,1807.80,841.80,583.60,1027.60,352.30,1523.80
2404,2113.10,672.80,1836.30,878.20,577.50,1065.50,367.10,1562.20
2405,2362.00,760.40,2020.20,996.60,633.90,1181.50,413.90,1440.20
2406,2700.40,1052.10,2313.90,1158.80,770.60,1380.30,501.50,1676.40
2407,3021.00,1097.20,2605.10,1242.30,857.50,1514.60,552.40,1817.10
2408,3095.40,1113.40,2667.80,1262.10,858.40,1501.00,554.10,1825.00
2409,3177.60,1164.40,2608.20,1291.40,866.90,1490.90,535.60,1851.40
2410,3253.70,1093.60,2699.00,1304.90,885.00,1485.20,518.50,1904.30
2411,3294.00,1109.80,2710.90,1313.70,909.70,1501.80,480.00,1933.40
2412,3316.30,1075.00,2751.70,1321.40,919.10,1504.90,475.60,1937.70
2413,3302.00,1071.30,2722.20,1313.60,904.50,1486.60,493.20,1941.30
2414,3290.00,1061.20,2717.00,1307.70,918.00,1497.50,504.10,1948.80
2415,3280.30,1064.80,2716.60,1320.20,882.40,1485.40,515.00,1929.60
2416,3297.10,1097.90,2725.20,1343.70,882.20,1513.90,531.10,1951.50
2417,3337.80,1178.20,2831.10,1421.90,883.40,1575.10,553.00,1967.60
2418,3349.20,1146.90,2804.10,1420.70,894.60,1622.40,560.90,1947.00
2419,3351.30,1211.10,2807.40,1412.80,934.20,1671.30,583.00,1971.00
2420,3369.50,1145.70,2733.60,1372.60,912.80,1682.90,582.60,1947.60
2421,3163.90,1051.70,2530.70,1285.10,839.20,1515.20,543.30,1825.00
2422,2836.60,829.00,2294.30,1104.20,710.40,1311.80,475.10,1645.60
2423,2502.60,701.20,2121.70,1007.40,633.00,1167.50,428.10,1460.00
2424,2322.40,633.10,1978.40,925.50,631.20,1132.90,420.60,1407.90
2425,2188.90,579.60,1895.10,883.80,598.30,1056.00,404.60,1878.10
2426,2117.00,575.40,1875.50,859.30,565.80,1030.80,385.60,2092.50
2427,2058.20,578.60,1846.90,846.60,573.50,1024.00,387.40,2065.90
2428,2120.10,633.50,1844.10,878.00,621.50,1071.80,401.60,1849.60
2429,2336.60,819.50,2009.60,986.10,637.20,1161.80,448.50,1453.70
2430,2705.30,1055.50,2357.90,1148.20,766.20,1400.30,537.80,1699.10
2431,3014.80,1101.60,2595.10,1269.00,860.40,1530.70,557.30,1837.40
2432,3125.60,1142.70,2689.50,1314.30,908.00,1541.10,557.30,1868.50
2433,3212.90,1188.40,2695.90,1334.50,920.30,1582.10,556.00,1889.80
2434,3262.80,1174.10,2758.20,1331.80,932.80,1582.00,549.40,1901.40
2435,3266.90,1168.50,2770.20,1332.70,953.20,1590.80,549.60,1902.10
2436,3211.90,1161.10,2756.00,1338.90,934.50,1531.70,531.00,1892.10
2437,3168.80,1148.50,2736.10,1324.20,894.20,1486.30,537.70,1835.90
2438,3129.80,1139.90,2751.50,1311.10,888.30,1477.20,496.00,1813.10
2439,3147.70,1133.60,2743.00,1312.80,874.40,1474.90,489.20,1799.60
2440,3186.10,1178.80,2777.00,1314.00,862.20,1490.80,493.40,1819.60
2441,3246.50,1160.50,2800.40,1343.80,869.50,1544.70,513.60,1862.30
2442,3281.90,1175.80,2776.20,1356.60,877.70,1584.70,535.10,1889.00
2443,3306.70,1168.00,2798.90,1371.20,910.40,1646.20,570.20,1968.30
2444,3288.70,1154.80,2727.40,1342.40,915.70,1659.40,560.40,1964.70
2445,3107.10,972.80,2530.40,1238.50,845.90,1548.90,526.90,1805.80
2446,2829.00,747.20,2299.90,1076.30,717.70,1381.40,437.00,1636.20
2447,2500.20,612.00,2140.00,954.40,630.10,1236.00,389.40,1479.40
2448,2340.10,559.00,1966.60,912.70,630.20,1135.50,425.00,1650.20
2449,2183.60,503.70,1924.80,896.90,592.70,1058.30,403.30,1839.00
2450,2151.80,510.80,1904.50,874.30,603.70,1062.10,412.10,1835.40
2451,2148.60,506.60,1887.20,875.40,586.60,1045.20,398.90,1823.00
2452,2234.70,575.20,1898.80,907.30,605.20,1083.20,414.40,1617.50
2453,2404.10,689.40,2079.90,1025.20,646.80,1180.40,451.40,1481.70
2454,2806.80,906.00,2442.60,1213.30,787.50,1405.60,533.10,1742.30
2455,3103.30,993.50,2664.60,1307.10,867.70,1511.20,566.50,1874.90
2456,3178.30,999.50,2654.90,1305.60,855.60,1493.30,553.30,1849.60
2457,3204.90,1050.00,2559.50,1282.60,870.00,1479.30,520.70,1836.00
2458,3217.20,983.90,2597.90,1294.20,880.40,1471.90,501.50,1835.40
2459,3218.30,978.40,2575.00,1293.10,879.60,1462.90,483.60,1819.70
2460,3166.70,938.90,2570.20,1281.30,871.80,1448.00,471.10,1806.10
2461,3116.50,899.80,2521.10,1243.60,851.20,1428.30,424.00,1781.00
2462,3071.60,888.30,2518.70,1231.40,843.60,1413.90,405.00,1761.30
2463,3053.90,916.00,2556.70,1227.00,835.90,1412.50,406.70,1756.30
2464,3093.60,923.30,2589.10,1237.00,833.90,1443.50,428.40,1777.90
2465,3182.10,968.40,2672.00,1274.80,844.90,1496.80,464.40,1839.10
2466,3269.90,979.70,2727.10,1310.00,865.10,1551.40,506.60,1841.00
2467,3293.60,1009.50,2790.00,1350.30,885.10,1615.00,572.00,1914.10
2468,3292.80,1014.10,2734.70,1325.00,879.40,1613.00,582.20,1894.60
2469,3122.80,954.30,2513.80,1243.10,842.90,1532.00,555.30,1809.60
2470,2867.40,773.20,2279.50,1063.40,750.70,1380.40,473.40,1620.10
2471,2568.00,593.30,2124.00,964.00,676.00,1235.30,411.30,1495.30
2472,2332.30,716.60,1920.60,875.10,634.50,1125.60,401.60,1405.20
2473,2215.30,695.80,1878.90,838.70,608.70,1067.60,383.70,1604.10
2474,2175.30,671.10,1841.70,822.40,594.40,1047.50,379.50,1583.10
2475,2172.00,678.90,1841.10,827.90,594.40,1051.40,381.30,1582.20
2476,2208.40,735.90,1853.80,858.20,620.30,1088.50,396.20,1623.20
2477,2416.40,852.70,2040.20,961.90,663.80,1202.50,465.80,1462.50
2478,2734.10,997.60,2347.00,1150.20,742.20,1353.10,515.40,1674.10
2479,2995.60,1061.40,2563.10,1230.50,810.50,1449.90,511.70,1792.40
2480,3085.30,1156.00,2587.50,1245.40,848.50,1452.00,488.00,1800.10
2481,3107.40,1089.70,2493.50,1230.50,863.30,1424.30,445.80,1779.30
2482,3113.90,1054.50,2530.80,1236.70,876.70,1406.00,417.50,1773.20
2483,3106.60,1013.50,2515.50,1230.40,870.60,1399.00,390.30,1769.50
2484,3043.90,981.00,2508.30,1215.90,857.30,1377.70,379.80,1742.40
2485,2988.60,944.10,2480.00,1173.60,850.60,1365.10,349.90,1722.90
2486,2938.50,936.30,2456.00,1149.40,840.80,1324.70,344.40,1701.10
2487,2924.10,920.00,2468.70,1146.50,823.30,1335.10,351.40,1702.00
2488,2962.60,934.00,2501.60,1155.20,810.60,1360.90,363.90,1714.30
2489,3027.70,978.60,2558.70,1208.20,810.80,1417.90,399.70,1769.60
2490,3124.80,994.70,2612.80,1230.60,829.10,1470.20,435.50,1772.10
2491,3173.70,1015.90,2649.30,1248.00,854.40,1531.90,489.30,1852.00
2492,3197.80,992.60,2602.30,1224.10,865.10,1522.10,498.50,1856.20
2493,3058.30,922.20,2455.60,1114.70,822.70,1445.30,457.70,1766.50
2494,2828.00,760.30,2246.60,1005.00,751.50,1323.80,401.00,1604.20
2495,2552.30,652.80,2109.10,916.80,687.70,1216.90,384.00,1470.90
2496,2429.80,734.70,1920.90,634.60,654.20,1180.80,413.50,1409.70
2497,2297.80,684.40,1860.00,599.60,628.70,1112.70,390.20,1639.10
2498,2222.10,698.00,1856.00,576.30,610.70,1090.80,382.80,1608.10
2499,2199.10,695.40,1842.80,573.10,604.60,1084.10,380.80,1597.20
2500,2196.60,727.10,1856.70,586.40,616.40,1099.90,388.60,1602.00
2501,2293.20,814.50,1877.20,626.40,636.20,1146.20,422.90,1624.80
2502,2383.00,933.00,1990.80,708.80,650.90,1207.30,451.60,1695.00
2503,2586.90,1039.40,2132.50,799.80,698.10,1293.40,475.50,1500.60
2504,2763.10,1113.30,2225.90,868.60,745.50,1307.00,433.50,1554.60
2505,2878.80,1089.90,2215.50,895.00,782.50,1327.10,423.00,1587.60
2506,2917.70,1061.40,2270.20,899.00,791.60,1324.40,394.00,1590.80
2507,2922.50,1052.60,2261.20,890.20,797.80,1314.90,372.00,1574.90
2508,2848.90,1011.30,2293.00,837.00,795.70,1302.10,333.70,1555.80
2509,2771.50,935.10,2251.20,801.90,778.70,1281.80,323.80,1522.80
2510,2698.50,931.30,2199.10,776.70,757.70,1274.00,330.90,1498.60
2511,2666.70,880.70,2185.20,788.50,742.40,1270.90,346.60,1495.10
2512,2705.50,903.50,2232.10,800.20,743.00,1287.40,402.00,1524.40
2513,2772.90,985.00,2292.60,867.20,761.40,1343.70,447.80,1585.60
2514,2870.50,944.80,2407.20,896.90,783.70,1391.40,453.40,1593.60
2515,2926.80,973.50,2445.50,939.60,806.40,1446.20,491.30,1660.50
2516,2984.60,931.20,2390.30,939.70,818.30,1452.60,506.90,1676.20
2517,2825.60,891.80,2287.40,846.80,759.40,1363.00,423.50,1581.50
2518,2647.30,728.10,2154.90,723.60,688.50,1246.10,368.40,1430.20
2519,2419.40,641.60,2006.90,627.00,626.30,1122.60,323.20,1329.50
2520,2304.60,616.10,1891.20,579.00,642.30,1079.00,337.00,1306.60
2521,2192.50,613.90,1829.50,557.70,616.30,1030.30,329.60,1503.30
2522,2110.90,612.70,1776.50,532.50,590.90,993.00,323.80,1721.50
2523,2073.70,607.80,1766.50,519.20,583.50,982.20,319.40,1701.60
2524,2057.60,645.20,1772.70,531.30,588.70,994.30,323.50,1709.70
2525,2124.60,664.90,1809.60,559.80,595.50,1023.40,331.80,1730.70
2526,2213.10,737.90,1881.50,652.60,615.20,1073.50,385.40,1543.10
2527,2403.00,859.30,1999.70,735.20,654.80,1148.10,416.60,1367.40
2528,2590.80,931.30,2142.20,828.60,726.90,1221.70,438.30,1455.20
2529,2720.40,983.70,2204.10,885.20,782.50,1262.40,442.30,1519.10
2530,2793.60,990.10,2267.30,915.20,807.90,1264.20,431.90,1543.60
2531,2871.50,977.00,2301.80,928.80,821.20,1276.50,416.30,1561.00
2532,2883.60,955.00,2327.20,925.70,826.50,1282.50,405.60,1559.50
2533,2864.10,921.40,2341.80,918.30,815.00,1275.10,397.40,1541.90
2534,2844.80,906.40,2299.60,897.90,804.50,1252.80,394.40,1521.00
2535,2967.40,918.10,2353.10,910.10,803.20,1272.20,402.30,1559.40
2536,2969.30,934.40,2398.10,939.40,862.60,1355.50,419.70,1645.40
2537,3007.60,967.50,2480.10,1001.00,852.70,1404.00,441.70,1693.60
2538,3099.70,989.70,2555.60,1021.30,809.80,1432.30,467.60,1689.30
2539,3204.20,1019.50,2632.00,1022.60,856.90,1521.50,503.30,1804.00
2540,3198.40,988.70,2580.50,998.80,894.30,1560.40,527.60,1835.00
2541,3029.50,900.70,2445.00,916.20,815.10,1411.60,488.90,1699.00
2542,2762.40,791.90,2260.20,772.20,711.30,1258.90,420.50,1510.40
2543,2516.00,697.80,2125.10,675.00,646.50,1129.10,371.20,1398.80
2544,2374.80,612.20,1966.70,678.10,647.80,1105.70,391.90,1322.90
2545,2244.30,616.80,1905.00,649.70,615.40,1062.10,371.20,1521.60
2546,2155.80,597.90,1851.20,622.20,594.10,1030.60,360.80,1766.40
2547,2132.20,591.30,1841.50,628.70,584.30,1030.20,363.90,1760.70
2548,2187.30,651.00,1915.40,655.90,603.70,1069.70,379.60,1527.10
2549,2372.70,647.10,2053.10,755.40,643.50,1182.50,425.30,1391.40
2550,2714.50,877.10,2360.20,943.50,766.40,1396.50,486.30,1640.90
2551,3021.30,908.30,2593.70,1043.00,847.00,1499.10,519.20,1773.00
2552,3124.70,965.60,2668.80,1068.90,897.80,1492.90,506.80,1818.10
2553,3202.90,995.70,2603.80,1077.20,915.70,1472.60,488.60,1814.00
2554,3225.20,993.80,2642.40,1095.90,949.30,1484.90,449.30,1844.30
2555,3256.40,954.00,2684.80,1110.40,957.10,1482.90,424.10,1848.50
2556,3215.90,955.30,2627.30,1091.40,941.60,1453.40,406.90,1822.90
2557,3175.30,921.20,2620.30,1076.80,933.70,1433.40,400.60,1809.90
2558,3124.10,902.30,2599.20,1062.50,923.20,1425.40,391.30,1786.40
2559,3122.60,890.30,2604.70,1026.50,881.10,1407.70,393.90,1755.20
2560,3148.00,913.60,2606.20,1039.20,877.50,1429.70,430.10,1779.00
2561,3208.20,994.50,2660.20,1089.00,878.30,1492.70,491.90,1810.20
2562,3226.20,957.30,2698.20,1097.40,850.90,1540.20,504.60,1811.30
2563,3269.80,998.90,2740.10,1105.30,863.90,1585.70,532.50,1881.00
2564,3298.80,981.00,2670.40,1085.30,907.90,1579.50,561.30,1877.10
2565,3124.70,796.40,2505.30,983.80,857.00,1475.40,501.90,1764.80
2566,2867.50,678.30,2318.10,815.80,768.10,1325.40,415.50,1583.90
2567,2580.70,618.70,2096.80,698.00,637.20,1190.70,369.60,1461.10
2568,2364.20,759.20,1941.60,681.90,664.30,1142.50,405.10,1627.70
2569,2233.20,676.90,1877.00,645.30,631.60,1087.60,378.70,2101.10
2570,2163.90,712.90,1853.60,634.20,623.80,1067.60,383.10,2092.80
2571,2174.70,694.00,1849.10,631.60,618.90,1068.10,380.40,2086.70
2572,2220.70,681.70,1895.60,650.60,637.20,1108.30,397.20,1882.10
2573,2395.00,838.90,2042.20,755.00,684.70,1220.70,444.60,1740.90
2574,2770.30,1075.90,2373.10,945.00,793.50,1408.00,523.10,1696.30
2575,3084.90,1170.60,2608.40,1277.80,867.20,1509.00,548.50,1816.00
2576,3140.50,1212.60,2614.80,1285.70,905.00,1514.20,541.00,1813.60
2577,3197.70,1131.70,2611.80,1297.30,914.30,1508.30,486.60,1797.40
2578,3220.60,1161.80,2656.70,1300.80,930.10,1505.80,445.50,1798.80
2579,3227.10,1122.20,2678.60,1296.60,925.20,1495.50,419.10,1783.80
2580,3164.20,1118.70,2632.40,1305.10,903.80,1492.80,404.20,1765.90
2581,3112.60,1062.60,2631.30,1288.50,903.10,1481.00,401.90,1754.50
2582,3058.20,1026.00,2599.20,1250.80,888.10,1473.60,390.60,1742.50
2583,3040.00,993.40,2619.70,1267.00,872.50,1473.40,391.00,1743.30
2584,3086.60,998.70,2672.40,1290.60,864.50,1507.00,421.90,1779.10
2585,3149.60,1074.10,2696.20,1333.80,877.70,1571.90,480.00,1851.80
2586,3236.70,1056.60,2715.10,1352.80,895.50,1630.20,514.20,1863.90
2587,3282.00,1082.20,2756.40,1357.20,943.50,1697.50,550.10,1953.20
2588,3351.40,1032.30,2721.30,1338.50,973.40,1714.00,565.80,1975.70
2589,3210.90,991.30,2564.10,1246.40,927.40,1612.70,536.10,1870.20
